"node","group","degree","betweenness","closeness","eigenvector"
98,"most_changed",4,0.000458130354741957,0.246241064826226,0.0152985673697654
11,"most_changed",4,6.84112817704782e-05,0.225915875169607,0.00294652150317566
37,"most_changed",4,0.000118728242492211,0.20847245409015,0.00105222611304672
75,"most_changed",4,0.000612326768137773,0.250125187781673,0.0134041093446158
172,"most_changed",4,0.000414914859830979,0.255172413793103,0.0150415249199676
996,"least_changed",45,0.0266866974243603,0.313264346190028,0.0917185258036498
997,"least_changed",47,0.0302856675900319,0.330575777630708,0.469343809091826
998,"least_changed",48,0.0227291692124891,0.320294966335364,0.128024011637742
999,"least_changed",48,0.0327209015916224,0.324455992205261,0.134537899914206
1000,"least_changed",48,0.0262059597237503,0.319884726224784,0.418185159905054
