"node","group","degree","betweenness","closeness","eigenvector"
172,"most_changed",4,0.000414914859830979,0.255172413793103,0.0150415249199677
213,"most_changed",4,0.000470412942700199,0.250878955298845,0.0087093773365578
4,"most_changed",4,8.14925568647572e-06,0.226581991381266,0.00183448134173693
2,"most_changed",4,0.00156946114284032,0.246180384425826,0.0127262966135259
11,"most_changed",4,6.84112817704782e-05,0.225915875169607,0.0029465215031757
996,"least_changed",45,0.0266866974243603,0.313264346190028,0.0917185258036477
997,"least_changed",47,0.0302856675900319,0.330575777630708,0.469343809091811
998,"least_changed",48,0.0227291692124891,0.320294966335364,0.128024011637737
999,"least_changed",48,0.0327209015916224,0.324455992205261,0.134537899914201
1000,"least_changed",48,0.0262059597237503,0.319884726224784,0.418185159905039
