"node","group","degree","betweenness","closeness","eigenvector"
25,"most_changed",4,0.000566733490970073,0.242652416808356,0.00364218780850761
52,"most_changed",4,0.000117613709077916,0.260088518614944,0.0227238667880328
234,"most_changed",5,1.83395077429426e-05,0.256548536209553,0.0238004890819728
253,"most_changed",5,3.71003934273712e-06,0.266826923076923,0.0998141221368507
547,"most_changed",7,0.00284390360937562,0.238424821002387,0.00673098639890608
886,"least_changed",19,0.00426170275705059,0.253553299492386,0.0155215740567857
927,"least_changed",24,0.00545029840181399,0.301630434782609,0.0985545913146764
941,"least_changed",27,0.0144773457784664,0.285836909871245,0.0250603646248043
970,"least_changed",36,0.0107747525019172,0.2997299729973,0.0700702956852574
986,"least_changed",43,0.0352025553450744,0.323929961089494,0.128709375613738
