"node","group","degree","betweenness","closeness","eigenvector"
172,"most_changed",4,0.000414914859830979,0.255172413793103,0.0150415249199683
215,"most_changed",4,4.02826778152427e-05,0.247706422018349,0.0193596285606528
10,"most_changed",4,0.00071973793402436,0.231947991641514,0.00239344506017431
72,"most_changed",4,0.000786702811846449,0.281487743026205,0.0302784267261806
76,"most_changed",4,2.03864702176447e-05,0.204044117647059,0.0013611464923843
996,"least_changed",45,0.0266866974243603,0.313264346190028,0.0917185258036502
997,"least_changed",47,0.0302856675900319,0.330575777630708,0.469343809091824
998,"least_changed",48,0.0227291692124891,0.320294966335364,0.128024011637744
999,"least_changed",48,0.0327209015916224,0.324455992205261,0.134537899914208
1000,"least_changed",48,0.0262059597237503,0.319884726224784,0.418185159905052
