"node","group","degree","betweenness","closeness","eigenvector"
172,"most_changed",4,0.000414914859830979,0.255172413793103,0.0150415249199694
4,"most_changed",4,8.14925568647572e-06,0.226581991381266,0.00183448134173703
214,"most_changed",4,0.00112020787878255,0.222246941045606,0.00172483329283635
11,"most_changed",4,6.84112817704782e-05,0.225915875169607,0.00294652150317578
25,"most_changed",4,0.000566733490970073,0.242652416808356,0.00364218780850776
996,"least_changed",45,0.0266866974243603,0.313264346190028,0.0917185258036496
997,"least_changed",47,0.0302856675900319,0.330575777630708,0.46934380909182
998,"least_changed",48,0.0227291692124891,0.320294966335364,0.128024011637741
999,"least_changed",48,0.0327209015916224,0.324455992205261,0.134537899914205
1000,"least_changed",48,0.0262059597237503,0.319884726224784,0.418185159905048
