"node","group","degree","betweenness","closeness","eigenvector"
130,"most_changed",4,7.95359796369176e-05,0.220968812209688,0.00302510716134471
149,"most_changed",4,0.00217810095405309,0.272652838427948,0.0603616663657272
172,"most_changed",4,0.000414914859830979,0.255172413793103,0.0150415249199675
4,"most_changed",4,8.14925568647572e-06,0.226581991381266,0.00183448134173687
241,"most_changed",5,0.00144476369049043,0.233629560336763,0.00256335868017767
996,"least_changed",45,0.0266866974243603,0.313264346190028,0.0917185258036479
997,"least_changed",47,0.0302856675900319,0.330575777630708,0.46934380909182
998,"least_changed",48,0.0227291692124891,0.320294966335364,0.128024011637739
999,"least_changed",48,0.0327209015916224,0.324455992205261,0.134537899914202
1000,"least_changed",48,0.0262059597237503,0.319884726224784,0.418185159905048
