"node","group","degree","betweenness","closeness","eigenvector"
207,"most_changed",4,3.44073293306316e-05,0.25927848429795,0.0227755109829464
222,"most_changed",4,0.000293819129810073,0.258540372670807,0.012776913838731
10,"most_changed",4,0.00071973793402436,0.231947991641514,0.00239344506017431
72,"most_changed",4,0.000786702811846449,0.281487743026205,0.0302784267261791
76,"most_changed",4,2.03864702176447e-05,0.204044117647059,0.00136114649238428
996,"least_changed",45,0.0266866974243603,0.313264346190028,0.0917185258036513
997,"least_changed",47,0.0302856675900319,0.330575777630708,0.46934380909183
998,"least_changed",48,0.0227291692124891,0.320294966335364,0.128024011637746
999,"least_changed",48,0.0327209015916224,0.324455992205261,0.13453789991421
1000,"least_changed",48,0.0262059597237503,0.319884726224784,0.418185159905059
