"node","group","degree","betweenness","closeness","eigenvector"
25,"most_changed",4,0.000566733490970073,0.242652416808356,0.00364218780850765
52,"most_changed",4,0.000117613709077916,0.260088518614944,0.0227238667880327
234,"most_changed",5,1.83395077429426e-05,0.256548536209553,0.0238004890819727
253,"most_changed",5,3.71003934273712e-06,0.266826923076923,0.0998141221368521
547,"most_changed",7,0.00284390360937562,0.238424821002387,0.00673098639890627
707,"least_changed",10,0.000936039737788885,0.28030303030303,0.0410173698772769
872,"least_changed",18,0.00274951562655922,0.301266586248492,0.636657198396033
882,"least_changed",19,0.00390231772821064,0.264285714285714,0.00938838099382313
970,"least_changed",36,0.0107747525019172,0.2997299729973,0.0700702956852588
986,"least_changed",43,0.0352025553450744,0.323929961089494,0.128709375613739
