"node","group","degree","betweenness","closeness","eigenvector"
621,"most_changed",5,0.000299135482723913,0.323824959481361,0.0483543369227314
716,"most_changed",5,0.000400502836168641,0.333890374331551,0.0561800808783376
918,"most_changed",5,0.000472287882149105,0.331233421750663,0.0540084116715924
583,"most_changed",6,0.000359831685877938,0.305317848410758,0.0254069663661142
392,"most_changed",9,0.000987944115653401,0.320603337612324,0.0420958085444467
356,"least_changed",11,0.00133739504110001,0.335798319327731,0.0733710176205013
3,"least_changed",103,0.0851538132909437,0.478448275862069,1
5,"least_changed",64,0.0379260217392206,0.449392712550607,0.706640342841622
97,"least_changed",10,0.00145762735344745,0.359870317002882,0.152443136009884
1,"least_changed",85,0.0602860342679578,0.453061224489796,0.787601222093718
